Asset ID,Total Quantity Reserved
1415,0.0000000
1416,0.0000000
1417,0.0000000
1419,0.0000000
1422,0.0000000
1426,0.0000000
1427,0.0000000
1429,0.0000000
1430,0.0000000
1434,0.0000000
1435,0.0000000
1436,0.0000000
1437,0.0000000
1438,0.0000000
1439,0.0000000
1440,0.0000000
1441,0.0000000
1443,0.0000000
1445,0.0000000
1447,0.0000000
1449,0.0000000
1451,0.0000000
1452,0.0000000
1455,0.0000000
1456,0.0000000
1457,0.0000000
1458,0.0000000
1459,0.0000000
1460,0.0000000
1461,0.0000000
1462,0.0000000
1463,0.0000000
1464,0.0000000
1465,0.0000000
1466,0.0000000
1467,0.0000000
1468,0.0000000
1469,0.0000000
1470,0.0000000
1472,0.0000000
1473,0.0000000
1474,0.0000000
1475,0.0000000
1481,0.0000000
1483,0.0000000
1484,0.0000000
1485,0.0000000
1486,0.0000000
1487,0.0000000
1488,0.0000000
1491,0.0000000
1492,0.0000000
1514,0.0000000
1531,0.0000000
1532,0.0000000
1533,0.0000000
1534,0.0000000
1535,0.0000000
1536,0.0000000
1547,0.0000000
1548,0.0000000
1549,0.0000000
1550,0.0000000
1551,0.0000000
1552,0.0000000
1553,0.0000000
1554,0.0000000
1555,0.0000000
1556,0.0000000
1557,0.0000000
1558,0.0000000
1559,0.0000000
1560,0.0000000
1565,0.0000000
1566,0.0000000
1567,0.0000000
1600,0.0000000
1601,0.0000000
1602,0.0000000
1603,0.0000000
1604,0.0000000
1605,0.0000000
1606,0.0000000
1607,0.0000000
1608,0.0000000
1609,0.0000000
1610,0.0000000
1611,0.0000000
1612,0.0000000
1613,0.0000000
1634,0.0000000
1638,0.0000000
1639,0.0000000
1640,0.0000000
1728,0.0000000
1729,0.0000000
1730,0.0000000
1985,0.0000000
1986,0.0000000
1988,0.0000000
1999,0.0000000
2000,0.0000000
2002,0.0000000
2010,0.0000000
2011,0.0000000
2012,0.0000000
2013,0.0000000
2014,0.0000000
2015,0.0000000
2016,0.0000000
2017,0.0000000
2018,0.0000000
2019,0.0000000
2020,0.0000000
2021,0.0000000
2022,0.0000000
2023,0.0000000
2024,0.0000000
2025,0.0000000
2033,0.0000000
2034,0.0000000
2035,0.0000000
2036,0.0000000
2037,0.0000000
2048,0.0000000
2049,0.0000000
2051,0.0000000
2052,0.0000000
2053,0.0000000
2054,0.0000000
2071,0.0000000
2072,0.0000000
2073,0.0000000
2076,0.0000000
2092,0.0000000
2093,0.0000000
2094,0.0000000
2096,0.0000000
2097,0.0000000
2098,0.0000000
2099,0.0000000
2100,0.0000000
2101,0.0000000
2102,0.0000000
2103,0.0000000
2104,0.0000000
2105,0.0000000
2114,0.0000000
2115,0.0000000
2116,0.0000000
2117,0.0000000
2118,0.0000000
2119,0.0000000
2120,0.0000000
2121,0.0000000
2122,0.0000000
2123,0.0000000
2124,0.0000000
2125,0.0000000
2126,0.0000000
2127,0.0000000
2128,0.0000000
2129,0.0000000
2130,0.0000000
2131,0.0000000
2132,0.0000000
2133,0.0000000
2134,0.0000000
2135,0.0000000
2136,0.0000000
2137,0.0000000
2138,0.0000000
2168,0.0000000
2169,0.0000000
2171,0.0000000
2172,0.0000000
2174,0.0000000
2175,0.0000000
2176,0.0000000
2177,0.0000000
2178,0.0000000
2179,0.0000000
2180,0.0000000
2181,0.0000000
2183,0.0000000
2184,0.0000000
2185,0.0000000
2186,0.0000000
2187,0.0000000
2188,0.0000000
2189,0.0000000
2190,0.0000000
2192,0.0000000
2193,0.0000000
2194,0.0000000
2195,0.0000000
2196,0.0000000
2197,0.0000000
2198,0.0000000
2200,0.0000000
2201,0.0000000
2202,0.0000000
2203,0.0000000
2204,0.0000000
2205,0.0000000
2206,0.0000000
2207,0.0000000
2208,0.0000000
2209,0.0000000
2210,0.0000000
2211,0.0000000
2212,0.0000000
2213,0.0000000
2214,0.0000000
2215,0.0000000
2216,0.0000000
2217,0.0000000
2218,0.0000000
2219,0.0000000
2220,0.0000000
2221,0.0000000
2222,0.0000000
2223,0.0000000
2224,0.0000000
2225,0.0000000
2226,0.0000000
2227,0.0000000
2228,0.0000000
2229,0.0000000
2230,0.0000000
2231,0.0000000
2232,0.0000000
2233,0.0000000
2235,0.0000000
2236,0.0000000
2237,0.0000000
2238,0.0000000
2239,0.0000000
2240,0.0000000
2241,0.0000000
2242,0.0000000
2243,0.0000000
2244,0.0000000
2245,0.0000000
2247,0.0000000
2248,0.0000000
2249,0.0000000
2250,0.0000000
2251,0.0000000
2252,0.0000000
2253,0.0000000
2254,0.0000000
2255,0.0000000
2256,0.0000000
2257,0.0000000
2259,0.0000000
2260,0.0000000
2261,0.0000000
2262,0.0000000
2263,0.0000000
2264,0.0000000
2265,0.0000000
2266,0.0000000
2267,0.0000000
2268,0.0000000
2269,0.0000000
2270,0.0000000
2271,0.0000000
2272,0.0000000
2273,0.0000000
2274,0.0000000
2275,0.0000000
2276,0.0000000
2277,0.0000000
2278,0.0000000
2279,0.0000000
2280,0.0000000
2281,0.0000000
2282,0.0000000
2283,0.0000000
2284,0.0000000
2285,0.0000000
2286,0.0000000
2287,0.0000000
2288,0.0000000
2289,0.0000000
2290,0.0000000
2291,0.0000000
2334,0.0000000
2335,0.0000000
2336,0.0000000
2337,0.0000000
2339,0.0000000
2340,0.0000000
2341,0.0000000
2342,0.0000000
2344,0.0000000
2345,0.0000000
2346,0.0000000
2347,0.0000000
2352,0.0000000
2353,0.0000000
2354,0.0000000
2355,0.0000000
2356,0.0000000
2357,0.0000000
2358,0.0000000
2364,0.0000000
2365,0.0000000
2366,0.0000000
2367,0.0000000
2368,0.0000000
2369,0.0000000
2370,0.0000000
2371,0.0000000
2372,0.0000000
2373,0.0000000
2374,0.0000000
2381,0.0000000
2387,0.0000000
2388,0.0000000
2390,0.0000000
2391,0.0000000
2392,0.0000000
2393,0.0000000
2394,0.0000000
2395,0.0000000
2396,0.0000000
2397,0.0000000
2398,0.0000000
2399,0.0000000
2400,0.0000000
2401,0.0000000
2402,0.0000000
2403,0.0000000
2404,0.0000000
2405,0.0000000
2406,0.0000000
2407,0.0000000
2416,0.0000000
2417,0.0000000
2418,0.0000000
2419,0.0000000
2420,0.0000000
2421,0.0000000
2422,0.0000000
2489,0.0000000
2490,0.0000000
2491,0.0000000
2492,0.0000000
2493,0.0000000
2495,0.0000000
2496,0.0000000
2497,0.0000000
2500,0.0000000
2502,0.0000000
2503,0.0000000
2504,0.0000000
2505,0.0000000
2506,0.0000000
2507,0.0000000
2655,0.0000000
2656,0.0000000
2661,0.0000000
2662,0.0000000
2684,0.0000000
2685,0.0000000
2686,0.0000000
2687,0.0000000
2754,0.0000000
2755,0.0000000
2759,0.0000000
2776,0.0000000
2779,0.0000000
2781,0.0000000
2793,0.0000000
2794,0.0000000
2795,0.0000000
2796,0.0000000
2797,0.0000000
2798,0.0000000
2799,0.0000000
2800,0.0000000
2801,0.0000000
2803,0.0000000
2804,0.0000000
2806,0.0000000
2808,0.0000000
2809,0.0000000
2810,0.0000000
2811,0.0000000
2812,0.0000000
2815,0.0000000
2820,0.0000000
2829,0.0000000
2830,0.0000000
2831,0.0000000
2832,0.0000000
2833,0.0000000
2834,0.0000000
2835,0.0000000
2839,0.0000000
2840,0.0000000
2841,0.0000000
2846,0.0000000
2847,0.0000000
2848,0.0000000
2849,0.0000000
2850,0.0000000
2851,0.0000000
2852,0.0000000
2884,0.0000000
2885,0.0000000
2891,0.0000000
2892,0.0000000
2893,0.0000000
2894,0.0000000
2895,0.0000000
2896,0.0000000
2897,0.0000000
2898,0.0000000
2944,0.0000000
2945,0.0000000
2946,0.0000000
2947,0.0000000
2948,0.0000000
2950,0.0000000
2951,0.0000000
2952,0.0000000
2953,0.0000000
2954,0.0000000
2956,0.0000000
2957,0.0000000
2958,0.0000000
2959,0.0000000
2960,0.0000000
3001,0.0000000
3002,0.0000000
3003,0.0000000
3004,0.0000000
3007,0.0000000
3008,0.0000000
3009,0.0000000
3010,0.0000000
3011,0.0000000
3012,0.0000000
3013,0.0000000
3015,0.0000000
3016,0.0000000
3017,0.0000000
3018,0.0000000
3029,0.0000000
3030,0.0000000
3031,0.0000000
3032,0.0000000
3033,0.0000000
3034,0.0000000
3035,0.0000000
3038,0.0000000
3039,0.0000000
3040,0.0000000
3041,0.0000000
3042,0.0000000
3043,0.0000000
3044,0.0000000
3045,0.0000000
3046,0.0000000
3047,0.0000000
3048,0.0000000
3049,0.0000000
3055,0.0000000
3056,0.0000000
3058,0.0000000
3059,0.0000000
3060,0.0000000
3061,0.0000000
3062,0.0000000
3063,0.0000000
3064,0.0000000
3065,0.0000000
3066,0.0000000
3067,0.0000000
3068,0.0000000
3069,0.0000000
3070,0.0000000
3071,0.0000000
3072,0.0000000
3073,0.0000000
3074,0.0000000
3075,0.0000000
3076,0.0000000
3077,0.0000000
3078,0.0000000
3079,0.0000000
3080,0.0000000
3081,0.0000000
3082,0.0000000
3083,0.0000000
3084,0.0000000
3085,0.0000000
3086,0.0000000
3087,0.0000000
3088,0.0000000
3089,0.0000000
3090,0.0000000
3091,0.0000000
3092,0.0000000
3093,0.0000000
3094,0.0000000
3095,0.0000000
3096,0.0000000
3097,0.0000000
3098,0.0000000
3099,0.0000000
3100,0.0000000
3101,0.0000000
3102,0.0000000
3103,0.0000000
3115,0.0000000
3118,0.0000000
3128,0.0000000
3129,0.0000000
3138,0.0000000
3139,0.0000000
3140,0.0000000
3142,0.0000000
3143,0.0000000
3144,0.0000000
3145,0.0000000
3146,0.0000000
3147,0.0000000
3148,0.0000000
3149,0.0000000
3152,0.0000000
3153,0.0000000
3154,0.0000000
3155,0.0000000
3156,0.0000000
3157,0.0000000
3160,0.0000000
3161,0.0000000
3162,0.0000000
3163,0.0000000
3166,0.0000000
3167,0.0000000
3168,0.0000000
3169,0.0000000
3170,0.0000000
3171,0.0000000
3172,0.0000000
3175,0.0000000
3176,0.0000000
3177,0.0000000
3178,0.0000000
3182,0.0000000
3183,0.0000000
3184,0.0000000
3185,0.0000000
3186,0.0000000
3187,0.0000000
3188,0.0000000
3192,0.0000000
3193,0.0000000
3194,0.0000000
3195,0.0000000
3196,0.0000000
3197,0.0000000
3198,0.0000000
3199,0.0000000
3200,0.0000000
3201,0.0000000
3202,0.0000000
3204,0.0000000
3205,0.0000000
3206,0.0000000
3207,0.0000000
5541,0.0000000
5542,0.0000000
5545,0.0000000
5551,0.0000000
5552,0.0000000
5705,0.0000000
5711,0.0000000
5712,0.0000000
5728,0.0000000
5729,0.0000000
5730,0.0000000
5731,0.0000000
5792,0.0000000
5851,0.0000000
5852,0.0000000
5871,0.0000000
5872,0.0000000
5873,0.0000000
5874,0.0000000
5875,0.0000000
5876,0.0000000
5877,0.0000000
5878,0.0000000
5895,0.0000000
5896,0.0000000
5897,0.0000000
5898,0.0000000
5899,0.0000000
5900,0.0000000
5901,0.0000000
5902,0.0000000
5903,0.0000000
5904,0.0000000
5905,0.0000000
5906,0.0000000
5907,0.0000000
5908,0.0000000
5909,0.0000000
5910,0.0000000
5911,0.0000000
5931,0.0000000
5932,0.0000000
5933,0.0000000
5934,0.0000000
5935,0.0000000
5936,0.0000000
5953,0.0000000
5954,0.0000000
5955,0.0000000
5956,0.0000000
5957,0.0000000
5958,0.0000000
5959,0.0000000
5960,0.0000000
5961,0.0000000
5962,0.0000000
5963,0.0000000
5966,0.0000000
6001,0.0000000
6021,0.0000000
6552,0.0000000
6553,0.0000000
6895,0.0000000
8517,0.0000000
8518,0.0000000
8519,0.0000000
8520,0.0000000
8521,0.0000000
8522,0.0000000
8524,0.0000000
8525,0.0000000
8526,0.0000000
8528,0.0000000
8529,0.0000000
8531,0.0000000
8532,0.0000000
8533,0.0000000
8534,0.0000000
8535,0.0000000
8538,0.0000000
8539,0.0000000
8540,0.0000000
8541,0.0000000
8542,0.0000000
8543,0.0000000
8545,0.0000000
8546,0.0000000
8547,0.0000000
8549,0.0000000
8550,0.0000000
8552,0.0000000
8553,0.0000000
8554,0.0000000
8555,0.0000000
8556,0.0000000
8559,0.0000000
8560,0.0000000
8561,0.0000000
8562,0.0000000
8563,0.0000000
8564,0.0000000
8565,0.0000000
8567,0.0000000
8568,0.0000000
8569,0.0000000
8570,0.0000000
8571,0.0000000
8572,0.0000000
8575,0.0000000
8576,0.0000000
8577,0.0000000
8578,0.0000000
8579,0.0000000
8580,0.0000000
8581,0.0000000
8582,0.0000000
8583,0.0000000
8584,0.0000000
8585,0.0000000
8586,0.0000000
8587,0.0000000
8588,0.0000000
8589,0.0000000
8590,0.0000000
8591,0.0000000
8592,0.0000000
8593,0.0000000
8594,0.0000000
8595,0.0000000
8596,0.0000000
8597,0.0000000
8600,0.0000000
8601,0.0000000
8602,0.0000000
8603,0.0000000
8604,0.0000000
8605,0.0000000
8606,0.0000000
8607,0.0000000
8608,0.0000000
8609,0.0000000
8610,0.0000000
8611,0.0000000
8612,0.0000000
8613,0.0000000
8614,0.0000000
8615,0.0000000
8616,0.0000000
8617,0.0000000
8621,0.0000000
8622,0.0000000
8623,0.0000000
8628,0.0000000
8629,0.0000000
8630,0.0000000
8632,0.0000000
8633,0.0000000
8634,0.0000000
8637,0.0000000
8639,0.0000000
8642,0.0000000
8643,0.0000000
8644,0.0000000
8645,0.0000000
8646,0.0000000
8647,0.0000000
8649,0.0000000
8650,0.0000000
8652,0.0000000
8653,0.0000000
8654,0.0000000
8655,0.0000000
8754,0.0000000
9644,0.0000000
9645,0.0000000
9656,0.0000000
9657,0.0000000
9664,0.0000000
9666,0.0000000
9668,0.0000000
9669,0.0000000
9670,0.0000000
9671,0.0000000
9672,0.0000000
9680,0.0000000
9681,0.0000000
9685,0.0000000
9687,0.0000000
9691,0.0000000
9692,0.0000000
9745,0.0000000
9791,0.0000000
9792,0.0000000
9796,0.0000000
9804,0.0000000
9805,0.0000000
9806,0.0000000
9807,0.0000000
9814,0.0000000
9815,0.0000000
9816,0.0000000
9819,0.0000000
9820,0.0000000
9828,0.0000000
9829,0.0000000
9830,0.0000000
9832,0.0000000
9833,0.0000000
9834,0.0000000
9835,0.0000000
9836,0.0000000
9837,0.0000000
9838,0.0000000
9839,0.0000000
9840,0.0000000
9841,0.0000000
9843,0.0000000
9855,0.0000000
9856,0.0000000
9857,0.0000000
10138,0.0000000
10139,0.0000000
10140,0.0000000
10141,0.0000000
10157,0.0000000
10158,0.0000000
10159,0.0000000
10160,0.0000000
10161,0.0000000
10162,0.0000000
10163,0.0000000
10182,0.0000000
10189,0.0000000
10190,0.0000000
10191,0.0000000
10337,0.0000000
10526,0.0000000
10527,0.0000000
10534,0.0000000
10535,0.0000000
10741,0.0000000
10742,0.0000000
10743,0.0000000
10744,0.0000000
10745,0.0000000
10746,0.0000000
10747,0.0000000
10748,0.0000000
10828,0.0000000
10829,0.0000000
10830,0.0000000
10852,0.0000000
10853,0.0000000
10854,0.0000000
11035,0.0000000
11036,0.0000000
11059,0.0000000
11060,0.0000000
11064,0.0000000
11065,0.0000000
11161,0.0000000
11276,0.0000000
11277,0.0000000
11278,0.0000000
11279,0.0000000
11280,0.0000000
11294,0.0000000
11302,0.0000000
11303,0.0000000
11304,0.0000000
11305,0.0000000
11310,0.0000000
11413,0.0000000
11414,0.0000000
11415,0.0000000
11416,0.0000000
11417,0.0000000
11418,0.0000000
11419,0.0000000
11420,0.0000000
11421,0.0000000
11426,0.0000000
11427,0.0000000
11428,0.0000000
11429,0.0000000
11445,0.0000000
11446,0.0000000
11447,0.0000000
11448,0.0000000
11449,0.0000000
11450,0.0000000
11457,0.0000000
11458,0.0000000
11459,0.0000000
11460,0.0000000
11973,0.0000000
11974,0.0000000
12491,0.0000000
12492,0.0000000
12494,0.0000000
12495,0.0000000
12496,0.0000000
12497,0.0000000
12498,0.0000000
12499,0.0000000
12500,0.0000000
12501,0.0000000
12502,0.0000000
13154,0.0000000
13155,0.0000000
13156,0.0000000
13157,0.0000000
13158,0.0000000
13159,0.0000000
13160,0.0000000
13161,0.0000000
13162,0.0000000
13163,0.0000000
13165,0.0000000
13166,0.0000000
13167,0.0000000
13168,0.0000000
13180,0.0000000
13182,0.0000000
13183,0.0000000
13186,0.0000000
13187,0.0000000
13188,0.0000000
13189,0.0000000
13190,0.0000000
13191,0.0000000
13192,0.0000000
13193,0.0000000
14157,0.0000000
14158,0.0000000
14159,0.0000000
14160,0.0000000
14165,0.0000000
14166,0.0000000
14167,0.0000000
14208,0.0000000
14209,0.0000000
14210,0.0000000
14211,0.0000000
14212,0.0000000
14213,0.0000000
14214,0.0000000
14220,0.0000000
14222,0.0000000
14223,0.0000000
14225,0.0000000
14228,0.0000000
14229,0.0000000
14232,0.0000000
14233,0.0000000
14234,0.0000000
14235,0.0000000
14242,0.0000000
14243,0.0000000
14244,0.0000000
14245,0.0000000
14246,0.0000000
14247,0.0000000
14248,0.0000000
14249,0.0000000
14250,0.0000000
14251,0.0000000
14252,0.0000000
14253,0.0000000
14254,0.0000000
14255,0.0000000
14256,0.0000000
14257,0.0000000
14258,0.0000000
14259,0.0000000
14260,0.0000000
14261,0.0000000
14264,0.0000000
14269,0.0000000
14270,0.0000000
14277,0.0000000
14278,0.0000000
14279,0.0000000
14280,0.0000000
14281,0.0000000
14282,0.0000000
14283,0.0000000
14284,0.0000000
14286,0.0000000
14295,0.0000000
14299,0.0000000
14353,0.0000000
14354,0.0000000
14355,0.0000000
14356,0.0000000
14384,0.0000000
14385,0.0000000
14386,0.0000000
14387,0.0000000
14388,0.0000000
14389,0.0000000
14390,0.0000000
14391,0.0000000
14392,0.0000000
14393,0.0000000
14394,0.0000000
14397,0.0000000
14398,0.0000000
14399,0.0000000
14400,0.0000000
14401,0.0000000
14403,0.0000000
14410,0.0000000
14411,0.0000000
14412,0.0000000
14419,0.0000000
14420,0.0000000
14421,0.0000000
14422,0.0000000
14423,0.0000000
14424,0.0000000
14425,0.0000000
14448,0.0000000
14449,0.0000000
14450,0.0000000
14451,0.0000000
14452,0.0000000
14453,0.0000000
14454,0.0000000
14455,0.0000000
14456,0.0000000
14457,0.0000000
14473,0.0000000
14474,0.0000000
14476,0.0000000
14479,0.0000000
14480,0.0000000
14487,0.0000000
14492,0.0000000
14493,0.0000000
14494,0.0000000
14496,0.0000000
14497,0.0000000
14498,0.0000000
14500,0.0000000
14501,0.0000000
14502,0.0000000
14504,0.0000000
14505,0.0000000
14506,0.0000000
14508,0.0000000
14509,0.0000000
14510,0.0000000
14512,0.0000000
14513,0.0000000
14514,0.0000000
14516,0.0000000
14517,0.0000000
14518,0.0000000
14520,0.0000000
14521,0.0000000
14522,0.0000000
14524,0.0000000
14525,0.0000000
14526,0.0000000
14527,0.0000000
14531,0.0000000
14535,0.0000000
14539,0.0000000
14543,0.0000000
18693,0.0000000
18697,0.0000000
18698,0.0000000
18699,0.0000000
18700,0.0000000
18701,0.0000000
18703,0.0000000
18704,0.0000000
18705,0.0000000
18706,0.0000000
18707,0.0000000
18821,0.0000000
18822,0.0000000
18823,0.0000000
18824,0.0000000
18825,0.0000000
18826,0.0000000
23089,0.0000000
23092,0.0000000
23098,0.0000000
23099,0.0000000
23100,0.0000000
23101,0.0000000
23102,0.0000000
23103,0.0000000
23104,0.0000000
23105,0.0000000
23106,0.0000000
23107,0.0000000
23108,0.0000000
23109,0.0000000
23110,0.0000000
23111,0.0000000
23112,0.0000000
23113,0.0000000
23114,0.0000000
23115,0.0000000
23116,0.0000000
23117,0.0000000
23118,0.0000000
23119,0.0000000
23120,0.0000000
23121,0.0000000
23122,0.0000000
23123,0.0000000
23124,0.0000000
23125,0.0000000
23126,0.0000000
23127,0.0000000
23128,0.0000000
23129,0.0000000
23130,0.0000000
23131,0.0000000
23132,0.0000000
23133,0.0000000
23134,0.0000000
23135,0.0000000
23136,0.0000000
23137,0.0000000
23141,0.0000000
23145,0.0000000
23156,0.0000000
23157,0.0000000
23158,0.0000000
23166,0.0000000
23167,0.0000000
23168,0.0000000
23169,0.0000000
23170,0.0000000
23171,0.0000000
23173,0.0000000
23174,0.0000000
23175,0.0000000
23178,0.0000000
23179,0.0000000
23180,0.0000000
23181,0.0000000
23182,0.0000000
23183,0.0000000
23184,0.0000000
23185,0.0000000
23186,0.0000000
23187,0.0000000
23188,0.0000000
23189,0.0000000
23190,0.0000000
23191,0.0000000
23192,0.0000000
23193,0.0000000
23194,0.0000000
23195,0.0000000
23196,0.0000000
23197,0.0000000
23198,0.0000000
23199,0.0000000
23200,0.0000000
23201,0.0000000
23202,0.0000000
23203,0.0000000
23204,0.0000000
23205,0.0000000
23206,0.0000000
23207,0.0000000
23208,0.0000000
23209,0.0000000
23210,0.0000000
23211,0.0000000
23212,0.0000000
23213,0.0000000
23214,0.0000000
23215,0.0000000
23216,0.0000000
23217,0.0000000
23218,0.0000000
23219,0.0000000
23220,0.0000000
23221,0.0000000
23222,0.0000000
23223,0.0000000
23224,0.0000000
23225,0.0000000
23226,0.0000000
23227,0.0000000
23228,0.0000000
23229,0.0000000
23230,0.0000000
23231,0.0000000
23233,0.0000000
23234,0.0000000
23235,0.0000000
23236,0.0000000
23238,0.0000000
23244,0.0000000
23245,0.0000000
23246,0.0000000
23256,0.0000000
23257,0.0000000
23258,0.0000000
23259,0.0000000
23260,0.0000000
23261,0.0000000
23269,0.0000000
23270,0.0000000
23271,0.0000000
23272,0.0000000
23273,0.0000000
24553,0.0000000
24554,0.0000000
24555,0.0000000
24556,0.0000000
24557,0.0000000
24558,0.0000000
24559,0.0000000
24560,0.0000000
24561,0.0000000
24562,0.0000000
24563,0.0000000
24564,0.0000000
24565,0.0000000
24566,0.0000000
24567,0.0000000
24568,0.0000000
24569,0.0000000
24570,0.0000000
24575,0.0000000
24576,0.0000000
24577,0.0000000
24578,0.0000000
24579,0.0000000
24580,0.0000000
24581,0.0000000
24582,0.0000000
24583,0.0000000
25633,0.0000000
25636,0.0000000
25637,0.0000000
25640,0.0000000
25641,0.0000000
25642,0.0000000
25646,0.0000000
25648,0.0000000
25649,0.0000000
25650,0.0000000
25651,0.0000000
25652,0.0000000
25653,0.0000000
25654,0.0000000
25658,0.0000000
25659,0.0000000
25660,0.0000000
25661,0.0000000
25662,0.0000000
25663,0.0000000
25664,0.0000000
25665,0.0000000
25666,0.0000000
25667,0.0000000
25668,0.0000000
25669,0.0000000
25670,0.0000000
25672,0.0000000
25673,0.0000000
25674,0.0000000
25675,0.0000000
25676,0.0000000
25677,0.0000000
25678,0.0000000
25679,0.0000000
25680,0.0000000
25681,0.0000000
25682,0.0000000
25683,0.0000000
25684,0.0000000
25685,0.0000000
25686,0.0000000
25687,0.0000000
25688,0.0000000
25689,0.0000000
25690,0.0000000
25691,0.0000000
25692,0.0000000
25693,0.0000000
25694,0.0000000
25695,0.0000000
25696,0.0000000
25697,0.0000000
25698,0.0000000
25699,0.0000000
25702,0.0000000
25703,0.0000000
25704,0.0000000
25705,0.0000000
25706,0.0000000
25707,0.0000000
25708,0.0000000
25709,0.0000000
25710,0.0000000
25711,0.0000000
25712,0.0000000
25713,0.0000000
25714,0.0000000
25715,0.0000000
25716,0.0000000
25717,0.0000000
25718,0.0000000
25719,0.0000000
25720,0.0000000
25721,0.0000000
25722,0.0000000
25723,0.0000000
25724,0.0000000
25725,0.0000000
25726,0.0000000
25727,0.0000000
25731,0.0000000
25732,0.0000000
25733,0.0000000
25734,0.0000000
25735,0.0000000
25736,0.0000000
25737,0.0000000
25738,0.0000000
25739,0.0000000
25740,0.0000000
25741,0.0000000
25742,0.0000000
25743,0.0000000
25744,0.0000000
25745,0.0000000
25746,0.0000000
25747,0.0000000
25748,0.0000000
25749,0.0000000
25750,0.0000000
25751,0.0000000
25752,0.0000000
25753,0.0000000
25754,0.0000000
25755,0.0000000
25756,0.0000000
25760,0.0000000
25761,0.0000000
25762,0.0000000
25763,0.0000000
25764,0.0000000
25765,0.0000000
25767,0.0000000
25768,0.0000000
25769,0.0000000
25770,0.0000000
25771,0.0000000
25772,0.0000000
25773,0.0000000
25774,0.0000000
25775,0.0000000
25776,0.0000000
25777,0.0000000
25778,0.0000000
25779,0.0000000
25780,0.0000000
25781,0.0000000
25782,0.0000000
25783,0.0000000
25784,0.0000000
32206,0.0000000
38782,0.0000000
38783,0.0000000
38787,0.0000000
38790,0.0000000
38792,0.0000000
38794,0.0000000
38795,0.0000000
38796,0.0000000
38797,0.0000000
38798,0.0000000
38799,0.0000000
38811,0.0000000
38818,0.0000000
38819,0.0000000
38820,0.0000000
38822,0.0000000
38826,0.0000000
38829,0.0000000
38835,0.0000000
38837,0.0000000
38838,0.0000000
38843,0.0000000
38844,0.0000000
38845,0.0000000
38848,0.0000000
38851,0.0000000
38852,0.0000000
38853,0.0000000
38854,0.0000000
38855,0.0000000
38856,0.0000000
38857,0.0000000
38858,0.0000000
38859,0.0000000
38863,0.0000000
38867,0.0000000
